AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
22.14,1008.9,92.577,3.9015,24.469,1075.1,549.92,127.11,11.732,1.9369,50.728
21.423,1008.7,95.27,3.9849,24.953,1077.8,549.94,129.38,11.874,1.8112,50.971
20.828,1008.5,97.056,3.9495,24.755,1076.9,549.97,128.9,11.777,1.9783,50.716
20.457,1008.5,97.902,4.0061,24.621,1076.9,550.01,128.82,11.71,1.8407,50.787
20.817,1008.8,96.784,3.2939,20.212,1051,550.02,110.02,10.559,4.5686,52.985
22.135,1008.8,95.713,3.4405,20.965,1055,550.17,112.4,10.74,4.2595,51.308
24.076,1008.9,90.839,4.0033,24.917,1077.2,550.15,127.52,11.708,1.7026,50.714
26.413,1008.9,74.903,4.1098,25.48,1080.2,549.99,128.91,11.836,1.2784,54.653
28.2,1008.9,66.868,4.0573,25.096,1077.9,549.84,126.75,11.786,1.7492,55.284
29.857,1008.8,64.627,4.1271,25.387,1079.9,549.71,128.11,11.855,2.5425,54.968
30.379,1008.7,64.33,4.2074,25.409,1080.3,549.61,128.53,11.84,1.0003,55.824
30.866,1008.3,59.491,4.1628,25.096,1078.6,550.05,127.02,11.897,1.2634,56.829
31.189,1008.1,56.67,4.1869,25.36,1079.6,550.11,127.75,11.965,1.3253,54.817
31.381,1008,53.659,4.1767,25.406,1079.7,549.98,127.43,11.962,2.0278,56.39
31.006,1007.8,54.157,4.1576,25.345,1079.5,549.89,127.54,11.955,1.735,54.29
30.727,1007.3,55.435,4.1949,25.614,1080.5,550.01,128.18,11.899,0.72661,52.281
30.811,1007.2,54.907,4.1482,25.631,1080.5,549.98,128.09,11.946,0.42396,52.307
29.661,1007.4,58.717,4.114,25.624,1080.4,549.92,128.46,11.909,1.5233,54.199
28.356,1007.6,64.615,4.0591,25.244,1078.4,549.87,127.2,11.849,1.8835,52.369
27.211,1007.9,66.281,4.0145,25.012,1077.3,550.06,126.81,11.795,1.8188,51.818
25.885,1008.2,72.075,3.9375,24.893,1076.9,550.13,127.07,11.719,1.7766,50.314
24.586,1008.3,78.975,3.8405,24.248,1073.5,550,125.23,11.614,1.8261,49.279
23.498,1008.3,84.661,3.5364,22.12,1061,550.3,116.74,11.038,3.366,50.635
22.636,1008,88.175,3.2867,20.404,1051.3,550.22,109.83,10.569,4.3461,52.609
21.835,1007.6,91.312,3.315,20.674,1053.2,550.21,111.25,10.587,4.3296,52.617
21.666,1007.5,91.014,3.3026,20.571,1052.7,550.37,110.96,10.582,4.3835,52.945
21.76,1007.5,89.254,3.3525,20.645,1053,549.93,111.03,10.589,4.1462,53.558
21.839,1007.7,90.034,3.2835,20.295,1050.8,550.04,109.64,10.557,4.2827,53.43
21.759,1007.9,90.423,3.2769,20.14,1050,550.17,109.23,10.454,4.5001,53.306
22.435,1008.3,90.164,3.3226,20.528,1051.8,549.96,110.24,10.533,4.3939,51.027
23.727,1008.7,87.517,4.0343,25.17,1074.1,547.56,126.86,11.757,2.9943,54.91
25.165,1008.7,83.576,4.7936,30.357,1099.6,545.63,146.74,13.122,1.2581,55.325
26.774,1008.8,78.036,4.7705,30.106,1099.7,546.72,145.98,13.1,0.96258,53.908
28.138,1008.8,74.267,4.1818,25.736,1080.8,549.9,129.51,11.923,1.525,51.148
29.121,1008.6,70.359,4.1653,25.263,1079.1,550.25,128,11.783,1.7991,51.195
27.163,1008.8,82.787,4.1125,24.992,1078,550.33,128.01,11.862,1.9013,49.568
25.426,1008.9,92.443,4.0544,24.607,1075.9,550.03,126.73,11.74,1.9305,46.56
24.894,1008.8,91.733,4.0663,24.925,1077.1,549.99,128.07,11.75,1.6857,48.574
25.5,1008.7,85.952,4.8545,30.443,1099.7,545.22,145.33,13.157,1.2604,60.171
26.52,1008.5,78.387,4.1442,25.664,1081.3,549.73,129.79,11.913,1.5856,53.707
26.867,1008.5,77.374,4.0971,25.327,1080.2,549.96,128.86,11.875,1.7096,52.275
26.613,1008.8,79.496,4.1094,25.415,1081,549.88,129.53,11.935,1.5879,51.306
25.904,1009.1,82.248,4.0317,24.946,1078.5,549.83,128.09,11.882,1.7003,49.377
24.873,1009.6,86.376,3.9757,24.714,1077.2,549.96,127.53,11.783,1.7753,48.606
23.807,1009.9,92.189,3.9834,24.629,1076.9,550.13,127.69,11.732,1.8859,48.387
23.019,1009.9,95.552,4.0076,24.675,1077.2,550.09,128.15,11.867,1.9916,49.732
22.534,1009.8,97.033,4.0047,24.743,1077.7,549.98,128.68,11.871,1.9018,49.775
22.147,1009.6,97.14,4.094,25.183,1080,549.89,130.71,11.912,1.6796,51.089
21.786,1009.3,99.05,4.0243,24.657,1077.2,549.79,128.57,11.847,1.7818,49.334
21.809,1009.3,99.962,3.7733,22.831,1066.3,549.75,120.83,11.215,2.8905,49.809
21.798,1009.2,99.071,3.4153,20.346,1052,549.95,110.48,10.639,4.4251,50.725
21.283,1009.4,97.564,3.2776,19.75,1047.4,549.31,107.37,10.378,6.3194,62.867
24.005,1009.9,88.007,3.7616,23.189,1067.5,549.73,120.67,11.339,3.9776,57.577
26.27,1010.2,75.9,4.0467,25.019,1078.6,549.95,127.52,11.905,1.6963,53.294
27.771,1010.3,67.178,4.1191,25.507,1081.2,550.08,129.09,11.993,1.6733,55.733
28.704,1010.2,60.194,4.16,25.747,1082.5,550.06,129.51,12.025,1.7531,57.64
29.039,1010.1,60.219,4.1627,25.722,1082.2,550,129.36,12.056,1.9227,57.216
29.361,1010,59.044,4.192,25.889,1083.2,550.27,129.82,12.132,1.8201,57.046
29.64,1009.8,59.911,4.1443,25.626,1081.7,550.17,128.55,12.02,1.9054,54.192
29.568,1009.6,60.781,4.1394,25.682,1081.9,550.3,128.91,11.92,1.7811,54.169
29.433,1009.5,61.264,4.1274,25.627,1081.5,550.22,128.71,11.99,1.7057,53.872
28.943,1009.4,63.386,4.1535,25.71,1082,550.07,129.18,12.025,1.7402,54.582
28.604,1009.4,65.906,4.1536,25.687,1081.9,550.13,129.38,11.965,1.7154,53.475
28.025,1009.6,67.636,4.1053,25.423,1080.6,550.01,128.66,11.901,1.7885,52.325
26.987,1009.9,73.221,4.0706,25.311,1079.8,549.88,128.63,11.798,1.8276,50.769
26.037,1010.2,78.496,3.9922,24.795,1076.8,549.85,126.81,11.721,1.8102,48.876
25.111,1010.5,81.688,3.9456,24.808,1077,549.92,127.32,11.724,1.7232,48.708
23.746,1010.7,87.044,3.9314,24.61,1076.7,550,127.6,11.805,1.7262,49.463
23.058,1010.5,92.367,3.9668,24.852,1077.8,550.05,128.61,11.859,1.7834,48.448
22.834,1010.2,92.309,3.5772,22.106,1061.6,550.06,117.13,11.06,3.42,50.246
22.417,1009.8,94.314,3.7336,23.174,1067.5,550.28,121.63,11.285,2.9555,49.926
22.251,1009.6,96.064,3.683,22.672,1065.1,550.34,119.76,11.175,3.0876,50.058
21.89,1009.5,96.718,3.3584,20.209,1050.6,549.96,109.54,10.479,4.8819,49.918
24.159,1009.6,85.261,3.8773,24.075,1072,550.31,123.85,11.508,1.9253,51.572
26.587,1009.9,76.359,4.1331,25.725,1081.2,550.02,129.57,11.89,1.1559,54.379
28.485,1009.8,69.355,4.2964,26.452,1085.4,549.7,132.2,12.141,1.2632,57.159
30.081,1009.9,61.291,4.5728,28.012,1094.3,549.86,137.76,12.536,1.6749,61.856
30.127,1010,63.731,3.9907,24.023,1072.2,550.1,122.64,11.553,2.6098,52.233
30.254,1009.7,63.123,4.1575,25.151,1078.4,550.11,126.86,11.876,2.0945,52.058
31.258,1009.3,58.822,4.1704,25.178,1078.4,550.1,126.32,11.81,1.6458,50.613
31.963,1009,57.491,4.2594,25.771,1081.7,550.08,128.57,12.025,1.5875,51.56
32.066,1008.8,54.348,4.2933,26.029,1083,550.03,129.36,12.081,1.5928,53.858
32.056,1008.7,53.814,4.2498,25.857,1081.9,550.03,128.41,11.996,1.6941,54.936
31.816,1008.6,53.418,4.2492,26.027,1082.8,550.03,129.19,11.926,1.6567,55.163
31.199,1008.6,54.443,4.218,25.971,1082.3,550.01,129.07,11.948,1.5439,54.962
30.137,1008.5,58.686,4.1505,25.756,1081.1,550,128.62,11.897,1.5273,52.882
28.564,1008.5,66.836,4.1034,25.448,1079.8,549.98,128.13,11.822,1.7226,50.641
26.952,1008.5,70.385,4.0387,25.179,1078.4,549.96,127.74,11.76,1.5569,49.83
24.925,1008.7,76.541,3.9322,24.779,1076.7,549.96,127.41,11.779,1.6549,49.574
23.12,1008.4,82.265,3.9126,24.684,1076.2,550.03,127.81,11.753,1.7079,50.117
21.872,1008.1,89.453,3.9072,24.478,1075.6,549.82,127.64,11.733,1.722,49.862
21.03,1007.6,91.576,3.9355,24.633,1076.5,549.83,128.56,11.788,1.6949,50.761
20.452,1007,93.1,3.9414,24.51,1075.7,550.03,128.17,11.769,1.7903,50.705
20.048,1006.6,93.564,3.9367,24.712,1076.5,550.05,129.06,11.796,1.7421,50.987
19.758,1006.5,93.226,3.747,23.557,1069.9,549.99,124.26,11.401,2.492,54.139
19.495,1006.6,93.038,3.3334,20.427,1051.8,550.37,111.08,10.507,4.6018,55.506
20.553,1006.7,92.118,3.4724,21.507,1057.7,550.52,114.97,10.829,3.7427,52.747
23.416,1006.9,83.835,4.0644,25.347,1079,550.53,128.84,11.801,1.2427,52.563
26.848,1007.1,75.408,4.9292,30.785,1097.5,543.62,145.78,13.139,0.80701,56.554
28.649,1007,65.706,4.2104,25.781,1080.4,549.3,129.05,11.948,1.2287,55.936
30.076,1006.9,54.654,4.1401,25.427,1079.6,549.98,127.35,11.915,1.7431,56.961
30.974,1006.8,53.616,4.169,25.443,1079.9,549.98,127.29,11.888,1.9582,57.947
31.561,1006.4,52.496,4.1925,25.552,1080.2,549.93,127.24,11.858,1.7501,56.533
32.253,1006,48.086,4.7251,29.231,1094,546.43,141.01,12.792,1.5403,58.309
32.734,1005.5,46.038,4.9841,30.777,1099.9,544.96,147.96,13.247,1.5546,58.928
33.008,1005.1,41.881,4.9004,30.611,1099.9,545.82,147.21,13.16,1.4858,62.87
32.529,1004.9,44.209,4.7562,29.568,1094.6,545.59,142.56,12.892,1.6011,65.431
30.863,1004.5,62.503,4.243,25.941,1082.3,549.78,129.51,11.939,1.6585,57.348
29.391,1004.8,62.87,4.1894,25.817,1081.8,549.87,129.19,12.021,1.6081,57.529
28.181,1005.3,69.251,4.1934,26.055,1083,549.77,130.79,12.109,2.0122,54.206
27.011,1005.8,78.317,4.1394,25.809,1081.7,549.79,130.35,12.031,2.0728,51.356
26.086,1005.9,87.4,4.1014,25.544,1080.2,549.87,129.55,11.998,2.1884,48.658
25.631,1005.4,89.967,4.1109,25.465,1079.7,549.94,129.37,11.93,1.319,48.543
25.144,1005,90.625,4.1037,25.401,1079.4,549.86,129.31,11.915,1.4838,48.72
24.806,1004.4,92.636,4.0673,25.319,1079,550.08,129.04,11.93,1.5007,48.427
24.317,1004.2,94.475,4.0818,25.284,1078.7,550.24,129.16,11.801,1.8979,48.058
23.72,1004,95.84,3.3572,20.324,1050.4,550.41,109.08,10.53,4.5636,48.138
23.308,1003.9,97.292,4.044,24.877,1076.6,550.42,128.14,11.787,2.1642,47.938
23.14,1004,97.542,4.1202,25.041,1077.6,550.27,128.86,11.738,1.7001,47.854
22.982,1004.3,98.761,4.1122,24.986,1077.4,550.13,128.75,11.686,1.7092,47.698
23.732,1004.2,98.684,4.1472,25.246,1078.4,549.98,129.14,11.781,1.6356,47.764
25.635,1004.1,94.242,4.186,25.416,1079.1,549.74,129,11.869,1.7848,48.128
27.375,1004,86.67,4.9228,30.245,1099.7,546.4,145.26,13.048,1.3872,54.477
28.526,1003.9,82.08,4.8009,29.574,1099.6,548.3,143.97,12.969,1.4072,55.168
29.822,1003.9,77.253,4.7542,29.332,1098.7,548.57,143.1,12.954,1.6323,53.683
30.707,1003.8,73.147,4.7913,29.192,1099.2,549.6,143.53,12.865,1.9888,55.264
31.411,1003.6,68.735,4.8121,29.488,1098.9,548.49,144.2,12.933,2.0714,56.001
32.015,1003.1,65.94,4.7673,29.377,1099.1,549.13,144.14,12.914,1.3383,53.086
32.368,1002.8,60.077,4.9139,30.282,1099.8,546.79,146.13,13.079,1.3639,53.715
32.928,1002.4,47.762,4.766,29.541,1099.3,549.01,144.75,12.929,1.1772,58.56
32.974,1002.2,42.913,4.8457,30.239,1099.2,546.9,146.1,13.053,1.3544,62.698
32.123,1002.5,58.978,4.4072,27.107,1086.6,548.91,133.72,12.219,1.6911,53.358
29.135,1003.3,68.875,4.0909,25.309,1079,550.07,128.11,11.807,1.8367,50.047
26.505,1003.8,65.206,3.9837,24.877,1076.7,550.15,127.1,11.833,1.7292,53.629
25.389,1004.5,73.655,3.9902,24.917,1077.5,550.01,128.19,11.854,1.6865,51.417
24.541,1004.7,85.52,4.0354,24.889,1077.1,549.97,127.98,11.716,1.7873,48.419
24.193,1004.7,91.535,4.0211,24.779,1076.2,550,127.31,11.734,2.0488,48.522
24.083,1004.8,92.494,4.0231,24.762,1076.1,550.08,127.44,11.754,2.1761,48.204
23.742,1004.5,94.144,4.0833,25.129,1077.9,550.14,129.03,11.848,2.0797,48.807
23.684,1004.3,95.856,4.0912,25.057,1077.4,550.05,128.62,11.809,1.837,48.461
23.253,1004.3,95.704,4.0708,24.86,1076.5,549.87,128.1,11.833,1.8714,48.448
23.156,1004.2,95.938,4.0547,24.673,1076.6,549.87,127.02,11.835,1.7056,47.352
23.156,1004.2,95.938,4.0547,24.672,1076.6,549.87,127.01,11.835,1.7056,47.352
23.156,1004.2,95.938,4.0547,24.672,1076.6,549.87,127.01,11.835,1.7056,47.352
23.156,1004.2,95.938,4.0547,24.672,1076.6,549.87,127.01,11.835,1.7056,47.352
23.156,1004.2,95.938,4.0547,24.672,1076.6,549.87,127.01,11.835,1.7056,47.352
23.156,1004.2,95.938,4.0547,24.672,1076.6,549.87,127.01,11.835,1.7056,47.352
26.333,1004.9,81.363,4.1409,25.272,1078.9,549.87,128.24,11.839,1.8058,51.78
29.149,1005.5,68.271,4.1996,25.369,1079.3,550.02,127.89,11.855,1.8652,53.009
30.183,1005.6,63.977,4.2533,25.412,1079.6,550.21,127.91,11.937,1.988,53.868
27.402,1006.6,71.622,3.9684,24.577,1076,550.36,126.74,11.788,2.1955,53.273
24.284,1006.6,85.376,4.0526,25.093,1078.2,550.42,129.05,11.915,1.9267,50.147
24.446,1006.4,89.507,4.0741,25.169,1078.2,550.45,128.88,11.859,1.8305,47.878
26.058,1006.3,75.897,4.8505,30.484,1100,545.88,147.17,13.137,1.1526,53.308
27.937,1006.2,71.242,4.1749,25.357,1078.9,550.06,127.68,11.823,1.6807,51.566
29.329,1006.1,64.591,4.1702,25.431,1079.3,550.08,127.72,11.802,1.8052,53.634
29.307,1006.4,64.148,4.2136,25.772,1081.2,550.07,129.23,11.9,1.8828,54.49
28.122,1006.8,70.607,4.1579,25.667,1080.6,550.21,129.37,11.932,1.9119,51.666
26.698,1007,72.43,4.1036,25.427,1077.2,548.68,128.26,11.855,2.2553,52.375
25.793,1007.3,75.187,4.049,25.108,1077.8,549.78,128.15,11.849,1.9477,51.467
24.334,1007.6,80.433,4.0211,24.946,1077.9,549.96,128.77,11.846,1.93,50.804
22.77,1007.7,89.122,4.0113,24.835,1077.5,549.88,128.84,11.806,1.913,51.075
22.337,1007.4,90.443,4.0171,24.766,1077.2,549.81,128.76,11.785,2.0596,50.11
22.118,1007.1,93.812,4.0091,24.601,1076.3,549.78,128.1,11.712,2.0103,48.701
22.015,1006.8,96.454,4.0211,24.732,1077.2,549.77,128.81,11.842,2.0881,48.737
21.857,1006.9,97.965,4.0523,24.606,1076.4,549.68,128.21,11.774,2.1646,48.332
22.022,1007,98.867,3.821,23.204,1067.7,549.58,121.85,11.31,2.9259,49.124
21.928,1007.1,98.58,3.446,20.627,1053.1,550,111.37,10.609,4.7072,49.154
22.872,1007.4,97.485,3.4558,20.68,1053.3,549.85,111.03,10.672,4.6334,48.897
24.491,1008,90.193,3.8047,23.132,1067.1,549.94,120.62,11.371,2.9511,49.462
26.4,1008,82.194,4.5625,28.117,1094.6,549.96,139.17,12.546,1.3577,58.162
28.031,1008.2,71.505,4.5701,27.943,1093.8,549.94,137.96,12.556,1.4162,61.269
28.876,1008.2,68.65,5.063,31.431,1099.7,542.39,147.96,13.369,1.5513,54.623
29.049,1008,65.29,4.225,25.684,1080.9,549.79,128.89,11.989,1.9356,52.509
29.639,1008,61.537,4.2127,25.619,1081.2,550.07,128.59,11.972,1.9223,53.6
29.959,1007.8,59.37,4.2302,25.683,1081.3,549.84,128.4,12.002,1.6916,54.239
30.427,1007.7,59.164,4.2365,25.74,1081.6,549.93,128.55,11.981,1.7721,54.224
29.844,1007.7,64.36,4.2228,25.683,1081.3,549.84,128.61,12.029,1.7483,52.758
29.232,1007.6,67.965,4.2316,25.635,1081.1,550,128.73,11.958,1.5357,51.329
28.486,1007.7,73.037,4.1646,25.232,1079.2,550.01,127.6,11.793,1.5927,49.338
28.151,1007.8,74.689,4.1265,25.231,1079.1,550.07,127.74,11.832,1.7478,50.07
27.553,1007.7,76.356,3.4598,20.817,1053.7,550.05,109.94,10.729,3.6511,47.639
26.791,1008.2,74.674,4.1121,25.222,1079.3,550.01,128.4,11.931,1.7545,49.849
25.95,1008.4,83.675,4.0844,25.203,1078.9,549.95,128.42,11.938,1.8281,47.661
25.256,1008.5,86.915,4.107,25.279,1079.1,549.87,128.85,11.912,1.7228,47.999
24.493,1008.7,89.324,4.0216,24.861,1077.3,549.8,127.85,11.813,1.7828,46.724
23.616,1008.4,94.023,4.0702,24.971,1078.2,549.89,128.76,11.886,1.774,46.926
23.238,1008,96.176,4.0702,24.671,1076.7,550.02,127.94,11.772,1.8286,46.358
23.078,1007.8,97.298,4.0902,24.707,1077.1,550.05,128.29,11.734,1.7972,46.258
22.632,1007.8,99.444,4.1004,24.55,1076.6,550.09,128,11.761,1.7925,46.147
22.441,1008.1,99.525,3.7849,22.583,1065.2,550.05,119.81,11.191,2.9785,47.616
22.348,1008.2,99.899,3.4612,20.307,1051.6,549.94,110.08,10.609,4.4777,48.289
23.222,1008.4,97.607,3.4524,20.659,1053.4,549.92,111.01,10.675,4.216,46.083
24.98,1008.4,90.552,4.284,26.335,1084.5,549.48,132.72,12.111,1.9307,52.728
26.74,1008.3,81.868,4.9782,30.805,1099.8,544.28,146.94,13.267,1.0959,53.207
28.243,1008.2,72.401,4.835,29.941,1100,547.3,145.28,13.099,1.159,55.41
29.47,1008.1,65.874,4.7855,29.587,1099.2,548.04,144.32,12.984,1.2103,56.06
30.196,1008,62.854,4.6883,28.988,1098.7,549.52,143.09,12.876,1.5196,57.516
30.574,1008,61.562,4.8512,30.008,1099.7,547.35,145.43,13.063,1.4822,56.415
30.786,1007.9,60.657,4.8022,29.626,1099.7,548.49,144.78,13.029,1.3692,54.383
30.999,1007.8,57.513,4.8638,30.188,1099.9,546.56,146.09,13.081,1.1204,54.222
31.046,1007.9,57.742,4.8386,29.968,1099.9,547.36,145.88,13.083,1.1898,53.762
30.458,1008.1,58.5,4.879,30.223,1100.1,546.54,146.31,13.085,1.3065,53.329
29.806,1008.2,59.875,4.4543,27.544,1091.2,550.18,138.96,12.355,1.6131,51.655
29.152,1008.3,61.657,4.2112,25.677,1081.1,549.66,128.54,11.985,1.9213,52.135
28.153,1008.5,73.383,4.1407,25.463,1080,549.68,128.25,11.917,1.9472,49.108
26.937,1008.8,82.515,4.1179,25.395,1079.6,549.74,128.56,11.831,2.0461,47.635
26.078,1008.7,86.445,4.0918,25.21,1078.6,549.9,128.27,11.896,2.0773,46.618
25.059,1008.8,91.284,4.0842,24.893,1077.5,549.87,127.7,11.782,2.0683,46.378
24.413,1008.9,94.729,4.0875,24.823,1077,549.78,127.67,11.8,2.0369,46.574
24.276,1009,96.649,4.1412,25.043,1078.3,550.01,128.59,11.872,1.9418,46.677
24.199,1009,95.723,4.1389,25.223,1079.1,550.06,129.3,11.821,1.9966,47.851
24.011,1009.2,95.788,4.1406,25.121,1078.6,550.02,129.23,11.935,2.0886,48.439
23.816,1009.3,99.277,4.1222,24.881,1077.8,549.99,128.51,11.886,2.1572,46.757
23.622,1009.5,99.705,4.1837,24.971,1077.8,549.96,128.56,11.776,2.0985,46.815
23.797,1009.7,99.498,4.1533,24.937,1077.4,549.92,128.06,11.697,1.88,46.216
24.813,1010,98.047,4.158,25.103,1078.2,549.89,128.35,11.745,1.8268,46.234
25.909,1010.3,93.018,4.1532,25.268,1078.9,549.85,128.23,11.787,1.7524,46.254
27.342,1010.6,86.408,4.2131,25.403,1079.7,549.82,128.32,11.823,1.7555,49.083
28.843,1010.9,78.452,4.1941,25.413,1079.9,549.93,127.81,11.858,1.7928,51.395
30.275,1011.1,71.902,4.2015,25.466,1080.3,550.21,127.78,11.867,1.7644,50.539
31.085,1011,66.96,4.2638,25.69,1081.3,550.49,128.43,11.898,2.1605,49.613
31.675,1010.9,66.087,4.3171,25.916,1082.5,549.77,129.14,12.104,2.1714,49.412
31.954,1010.8,63.406,4.263,25.808,1081.7,549.52,128.16,12.056,2.2222,49.736
32.182,1010.6,62.108,4.3176,26.115,1083.4,549.72,129.25,12.127,1.6304,49.981
32.212,1010.5,62.559,4.2912,26.012,1082.9,549.87,128.94,12.11,1.6011,49.953
31.925,1010.5,63.328,4.3139,26.182,1083.8,550.02,129.75,12.081,1.5337,49.938
31.376,1010.5,68.477,4.271,25.977,1082.7,550.15,129.25,11.939,1.5756,48.584
30.208,1010.5,67.372,4.2256,25.721,1081.5,550.12,128.56,12.056,1.6428,49.593
29.195,1010.9,65.23,4.159,25.53,1080.8,550.05,128.12,11.91,1.7361,50.631
27.972,1011.2,73.206,4.1471,25.344,1079.8,550.01,128.1,11.901,2.0828,49.887
27.025,1011.2,83.859,4.496,27.905,1089,547.28,136.76,12.53,1.9302,47.964
26.17,1011.2,87.382,4.7838,29.974,1099.7,546.8,145.54,13.116,1.6757,50.348
25.324,1011.1,92.676,4.3705,27.047,1086.8,548.68,135.08,12.363,1.7871,48.716
24.621,1010.8,95.485,4.1527,25.327,1079.8,550,129.46,11.981,1.9673,47.78
24.318,1010.7,97.804,3.9558,23.923,1071.7,549.97,123.78,11.472,2.7237,47.023
23.902,1010.4,99.105,3.4931,20.681,1053.1,550.01,110.53,10.679,4.5047,46.231
23.965,1010.2,99.913,3.5563,20.986,1054.6,549.99,111.4,10.661,4.3565,46.232
24.039,1010.2,99.567,3.5664,21.012,1054.6,550.04,111.49,10.615,4.4221,46.278
24.033,1010.4,99.339,3.4915,20.833,1053.8,550.15,110.98,10.543,4.5375,47.468
24.286,1010.6,99.887,3.5478,20.871,1053.6,550.16,110.66,10.55,4.49,45.954
25.994,1010.8,95.006,3.8198,22.809,1064.5,550.17,117.71,11.091,3.2354,45.515
27.88,1010.7,87.603,4.2811,25.841,1082,550.17,129.8,11.967,2.0687,50.483
28.987,1010.5,82.577,4.2443,25.57,1081,550.18,128.5,12.041,2.196,49.857
29.824,1010.3,77.135,4.2333,25.72,1081.8,550.18,128.89,12.067,2.2136,52.26
30.661,1010.1,72.427,4.2707,25.911,1082.7,550.19,129.28,12.095,1.951,49.591
31.453,1009.8,71.028,4.2722,25.763,1081.6,550.2,128.36,12.055,2.1238,49.615
32.107,1009.5,70.597,4.3281,25.815,1082,550.13,128.75,12.076,2.1634,47.781
32.416,1009.1,67.565,4.3249,25.837,1081.8,549.93,128.49,12.004,1.9529,47.258
32.556,1008.7,63.873,4.3119,26.042,1082.8,550.02,128.65,11.955,1.7563,49.632
32.033,1008.3,66.167,4.2745,25.956,1082.4,550.05,128.68,11.934,1.6942,48.659
30.642,1007.9,74.563,4.2418,25.718,1081.2,550.04,128.31,11.874,1.7257,46.831
29.531,1007.7,75.832,4.2372,25.766,1081.6,550.03,128.93,11.962,1.7698,46.863
28.124,1007.6,82.625,4.1828,25.483,1080.3,550.02,128.59,11.997,1.7796,45.549
27.362,1008.1,87.14,4.1583,25.552,1080.6,550,128.88,11.956,1.3157,45.625
26.973,1007.7,91.344,4.1601,25.236,1078.9,549.98,128,11.886,1.4398,43.846
26.765,1007.5,92.81,4.1832,25.376,1079.6,549.96,128.6,11.957,1.3973,44.288
26.589,1007.5,91.982,4.1094,25.284,1078.8,549.91,127.98,11.908,1.419,45.18
26.206,1007.3,92.25,3.6162,21.951,1059.9,549.83,114.78,10.971,3.1116,44.87
25.378,1006.9,95.072,3.4915,21.135,1054.9,549.74,111.51,10.785,3.5438,44.304
24.892,1006.8,96.778,3.5142,21.109,1055.1,549.66,111.7,10.774,4.2686,44.487
24.223,1006.6,98.438,3.5152,20.971,1054.3,549.57,111.28,10.75,4.5375,44.488
28.085,1006.9,86.144,3.9263,23.514,1068.1,550.15,120,11.361,2.491,46.211
29.463,1007.1,81.601,4.2251,25.587,1080.1,550.02,128.18,11.905,2.0802,49.915
30.57,1007,75.348,4.243,25.843,1081.4,550.1,128.71,12.028,1.9854,53.958
31.433,1007.1,69.748,4.2833,25.978,1082.2,550.14,128.68,11.951,1.7951,50.022
32.025,1007.1,66.84,4.2774,25.841,1081.7,550.06,127.89,12.055,1.896,51.269
32.218,1006.9,63.054,4.3831,26.37,1084.8,550.02,130.04,12.11,1.8958,53.173
31.895,1006.7,62.245,4.3496,26.16,1083.6,550.03,129.22,12.079,1.7214,51.532
31.105,1006.5,64.878,4.3194,26.082,1083.2,550.01,129.27,11.999,1.7243,51.323
29.681,1006.8,70.023,4.2553,25.927,1082.5,549.94,129.44,11.948,1.6622,50.625
29.077,1006.8,74.136,4.2273,25.807,1081.8,549.84,129.21,11.927,1.4673,49.738
28.127,1006.9,78.383,4.1813,25.579,1080.7,549.75,128.84,11.967,1.5894,48.52
27.216,1007.3,83.415,4.1433,25.34,1079.8,549.89,128.43,11.845,1.6567,47.099
26.732,1007.6,86.191,4.1411,25.521,1080.7,549.99,129.27,11.839,1.7735,48.083
26.566,1007.9,85.884,4.1156,25.138,1078.7,550.02,127.72,11.871,1.8612,47.387
26.054,1007.7,88.311,4.0903,25.163,1078.6,550.06,128.14,11.912,1.8353,47.15
25.28,1007.5,91.658,4.0767,25.072,1077.7,550.02,127.74,11.844,1.8579,46.664
24.546,1007.6,94.247,3.7903,23.005,1066.8,549.86,120.22,11.283,3.0663,46.907
24.127,1007.6,96.515,3.4818,20.943,1054.2,549.82,111.18,10.685,4.4627,45.037
23.806,1007.6,95.681,3.4458,20.878,1054,549.84,111.28,10.726,3.928,45.745
23.369,1007.6,97.255,3.4635,20.68,1053.2,549.59,110.83,10.687,4.1323,47.65
25.305,1008.4,93.675,3.6501,21.941,1059.5,550.08,114.33,10.882,3.5345,46.241
27.556,1008.6,83.643,4.2249,25.605,1080.3,549.86,128.68,11.838,1.529,49.855
29.158,1008.8,77.791,4.2447,25.681,1081.1,549.64,128.64,11.956,1.6401,50.691
30.006,1008.9,70.496,4.5893,28.129,1094.3,549.59,137.1,12.528,1.3778,60.572
30.853,1008.8,63.621,4.2697,25.813,1081.6,550,127.99,11.967,1.7821,52.378
31.701,1008.8,61.41,4.2316,25.519,1080,549.93,126.71,11.921,1.8714,51.779
32.299,1008.8,61.588,4.2101,25.508,1079.9,549.92,126.6,11.861,2.0362,51.44
32.452,1008.7,61.587,4.2829,25.9,1082.1,549.93,128.19,12.093,1.8354,51.44
31.918,1008.5,63.183,4.3026,25.907,1082.5,549.93,128.48,12.11,1.8376,50.705
31.225,1008.4,58.965,4.2899,25.799,1081.8,549.94,127.96,12.097,1.8564,51.949
30.381,1008.2,63.633,4.2518,25.667,1081.2,549.95,127.9,12.054,1.7927,51.523
29.177,1008,70.488,4.2021,25.585,1080.8,549.95,128.14,11.904,1.8326,50.116
