co_ppm,nox_detrended_ppm,tit_c,tey_mw,regime
6.661,89.778,1035.0,107.53,part_load
4.207,49.305,1059.6,110.43,transition
4.988,73.065,1052.4,112.37,transition
1.906,60.808,1100.0,158.93,high_fire
0.356,68.1,1093.9,134.82,normal
1.84,63.89,1100.0,157.28,high_fire
4.132,60.81,1064.8,115.94,transition
1.407,65.715,1099.9,152.86,high_fire
1.29,68.269,1081.5,135.19,normal
7.2,97.167,1037.0,104.84,part_load
1.066,66.678,1094.2,138.54,normal
12.513,93.767,1036.2,108.38,part_load
1.919,67.665,1062.1,120.83,transition
1.736,66.477,1087.8,133.27,normal
1.071,66.261,1100.0,160.93,high_fire
0.835,54.895,1078.5,134.46,normal
1.15,54.156,1078.1,133.2,normal
2.14,66.191,1078.2,121.68,normal
4.766,67.91,1049.0,109.96,part_load
1.342,62.628,1095.2,135.28,high_fire
2.258,68.864,1084.3,134.0,normal
1.313,56.835,1079.0,135.78,normal
1.515,67.944,1100.0,156.81,high_fire
0.874,55.966,1089.2,135.02,normal
8.563,86.163,1032.9,108.94,part_load
1.583,65.481,1084.8,135.59,normal
1.012,69.101,1099.9,154.19,high_fire
3.165,63.432,1033.2,101.63,part_load
6.711,85.194,1035.8,103.02,part_load
6.839,79.584,1049.0,104.6,part_load
4.161,53.53,1064.3,116.39,transition
1.31,67.72,1086.1,133.64,normal
2.996,57.007,1065.6,119.51,transition
6.346,73.438,1039.1,104.05,part_load
4.71,61.691,1051.6,110.32,transition
1.167,64.558,1100.0,150.46,high_fire
2.438,57.999,1063.6,122.32,transition
3.617,68.872,1057.9,115.16,transition
4.938,63.114,1044.2,103.27,part_load
8.224,89.026,1047.6,106.41,part_load
1.311,65.621,1100.0,145.25,high_fire
3.338,66.949,1074.5,123.74,transition
1.4,64.868,1089.6,134.16,normal
1.022,67.539,1093.3,134.47,normal
0.725,58.389,1099.7,154.38,high_fire
1.548,66.843,1081.7,134.32,normal
2.318,69.777,1071.6,131.97,transition
5.34,67.267,1048.9,108.44,part_load
5.474,63.387,1049.0,109.13,part_load
1.726,66.71,1089.0,133.08,normal
2.354,60.754,1067.1,126.47,transition
1.083,52.757,1099.9,156.73,high_fire
20.428,87.839,1026.3,107.06,part_load
4.019,69.757,1044.0,107.81,part_load
1.324,70.818,1099.9,154.97,high_fire
2.74,56.442,1060.2,112.93,transition
1.013,72.495,1092.9,134.13,normal
4.643,63.928,1051.3,112.82,transition
5.986,57.31,1049.8,104.16,part_load
3.96,66.474,1044.0,107.48,part_load
1.659,63.437,1088.0,133.54,normal
13.016,93.566,1020.1,103.9,part_load
1.401,64.945,1092.8,133.26,normal
1.21,56.021,1099.1,147.27,high_fire
0.756,57.538,1079.1,133.6,normal
2.862,64.56,1067.4,120.82,transition
2.101,54.666,1099.9,161.71,high_fire
1.719,63.131,1084.3,134.44,normal
3.491,65.388,1045.6,109.22,part_load
3.351,53.406,1057.8,110.17,transition
3.297,62.586,1051.7,116.75,transition
15.999,99.508,1030.5,113.41,part_load
1.554,63.949,1085.3,133.44,normal
1.361,62.98,1100.0,157.52,high_fire
8.535,84.568,1059.6,120.1,transition
2.626,58.539,1058.8,119.36,transition
5.476,65.579,1047.1,107.88,part_load
4.394,65.866,1051.8,110.24,transition
0.503,59.37,1099.6,154.25,high_fire
3.268,64.947,1040.9,110.8,part_load
35.045,78.208,1036.2,109.67,part_load
1.314,70.745,1099.9,155.63,high_fire
9.206,91.628,1047.6,110.28,part_load
1.933,52.809,1100.0,163.93,high_fire
12.776,92.947,1030.9,100.75,part_load
9.91,54.768,1051.6,105.22,transition
2.868,73.328,1065.2,121.94,transition
1.376,50.35,1044.3,111.03,part_load
1.789,76.272,1095.8,138.59,high_fire
1.448,68.983,1094.1,132.61,normal
1.212,57.505,1087.7,133.73,normal
5.651,72.942,1032.2,104.44,part_load
5.331,67.479,1048.3,109.56,part_load
3.69,64.492,1045.2,108.16,part_load
8.996,100.625,1034.5,104.54,part_load
1.865,66.865,1088.9,134.0,normal
4.155,73.879,1056.3,116.76,transition
5.149,80.796,1039.2,107.56,part_load
1.189,65.999,1100.0,155.03,high_fire
0.708,61.542,1089.5,134.54,normal
0.456,58.28,1100.0,154.95,high_fire
2.201,61.67,1067.5,120.6,transition
7.587,74.084,1049.1,109.33,part_load
1.404,59.915,1099.9,155.39,high_fire
1.144,65.339,1100.0,149.39,high_fire
1.572,68.017,1081.5,134.52,normal
6.694,75.706,1049.3,108.68,part_load
3.605,69.592,1044.9,107.92,part_load
1.17,60.894,1089.2,133.29,normal
2.745,79.448,1078.4,130.31,normal
1.673,69.031,1100.0,149.39,high_fire
2.62,55.238,1057.6,108.34,transition
4.632,69.378,1048.8,109.06,part_load
5.637,67.409,1055.3,111.29,transition
1.223,52.193,1099.9,162.87,high_fire
9.916,96.279,1044.2,108.96,part_load
1.178,65.113,1100.0,150.65,high_fire
2.988,67.564,1074.5,123.72,transition
0.089,85.807,1034.2,115.9,part_load
4.914,48.741,1056.6,109.06,transition
12.248,102.628,1038.9,112.13,part_load
2.221,55.046,1047.1,111.33,part_load
0.847,64.565,1099.4,154.0,high_fire
1.265,56.201,1087.7,131.64,normal
2.862,54.054,1043.4,110.05,part_load
10.464,89.121,1042.3,108.8,part_load
6.492,75.51,1038.6,105.6,part_load
1.373,68.35,1094.1,133.32,normal
0.007,90.054,1043.8,109.59,part_load
8.387,65.522,1068.1,131.89,transition
1.603,56.939,1077.8,134.42,normal
5.598,72.296,1045.0,107.88,part_load
7.674,76.819,1031.1,107.61,part_load
28.197,99.292,1009.0,100.9,part_load
6.965,76.121,1032.1,107.19,part_load
1.088,63.471,1100.1,148.91,high_fire
0.886,62.322,1092.5,134.39,normal
14.163,101.996,1032.5,107.45,part_load
2.451,69.553,1066.5,120.11,transition
1.25,61.517,1099.9,150.42,high_fire
2.324,64.037,1072.4,123.97,transition
4.488,61.612,1058.5,112.07,transition
2.232,64.029,1070.5,122.4,transition
2.165,63.847,1076.8,126.19,normal
4.81,54.883,1059.6,110.78,transition
0.777,66.63,1100.0,151.34,high_fire
8.753,65.326,1091.4,134.2,normal
1.668,67.358,1098.6,143.9,high_fire
1.384,64.969,1100.0,148.37,high_fire
4.677,71.779,1049.4,109.49,part_load
4.076,65.442,1052.5,110.25,transition
1.998,59.149,1086.2,134.73,normal
1.775,63.465,1077.2,127.53,normal
1.67,58.513,1078.9,134.53,normal
0.657,66.465,1099.1,149.22,high_fire
6.535,60.576,1049.2,108.65,part_load
8.242,78.845,1045.7,110.12,part_load
1.314,62.362,1076.5,134.16,normal
1.762,66.381,1088.6,134.79,normal
5.445,73.941,1047.6,110.06,part_load
1.956,64.532,1086.0,133.53,normal
1.354,62.63,1100.0,146.94,high_fire
3.235,60.501,1064.5,117.71,transition
5.391,64.971,1056.1,109.77,transition
1.611,62.429,1087.0,133.71,normal
1.281,56.907,1079.5,135.58,normal
1.72,62.702,1091.2,133.54,normal
1.157,68.032,1100.0,153.47,high_fire
6.178,72.856,1048.1,120.14,part_load
1.52,58.46,1072.0,129.55,transition
1.523,64.417,1100.0,160.73,high_fire
0.976,71.343,1099.9,153.72,high_fire
3.747,63.685,1041.8,109.11,part_load
3.905,71.246,1060.9,113.66,transition
1.54,61.265,1073.0,123.64,transition
4.717,72.439,1049.3,109.46,part_load
7.99,86.465,1040.4,102.47,part_load
1.344,75.688,1098.5,135.73,high_fire
4.2,70.081,1049.7,108.68,part_load
0.731,79.712,1099.7,158.81,high_fire
11.311,92.405,1034.0,103.06,part_load
0.343,66.181,1095.2,133.82,high_fire
0.861,72.605,1099.8,148.67,high_fire
3.768,69.884,1045.5,109.26,part_load
0.753,69.662,1096.0,135.06,high_fire
3.012,52.884,1062.0,110.22,transition
4.711,71.234,1064.2,117.67,transition
4.196,49.839,1058.9,110.11,transition
1.985,68.939,1081.4,128.71,normal
1.576,63.571,1082.7,129.25,normal
1.883,73.296,1080.9,134.3,normal
12.18,101.695,1033.8,104.4,part_load
2.773,58.936,1045.7,108.38,part_load
5.594,67.107,1047.2,109.26,part_load
12.997,101.279,1038.2,108.16,part_load
6.378,65.033,1048.5,108.52,part_load
1.542,67.505,1099.8,147.01,high_fire
1.551,67.14,1100.0,151.9,high_fire
1.012,63.738,1100.1,150.06,high_fire
0.424,57.21,1100.1,163.54,high_fire
1.356,53.595,1082.1,129.27,normal
4.804,63.793,1057.0,110.38,transition
8.42,80.254,1042.3,107.4,part_load
1.157,77.414,1097.4,148.03,high_fire
1.229,70.862,1080.4,129.05,normal
1.488,61.109,1089.5,135.12,normal
4.019,60.475,1043.9,107.83,part_load
1.801,65.24,1084.3,135.75,normal
8.158,79.859,1046.8,110.53,part_load
1.218,61.739,1093.7,142.59,normal
1.311,52.826,1099.9,161.33,high_fire
1.565,63.779,1100.0,146.0,high_fire
13.439,115.862,1035.1,104.09,part_load
1.086,61.752,1099.9,148.3,high_fire
1.774,69.259,1084.7,133.82,normal
1.968,71.379,1080.4,128.45,normal
11.958,81.458,1038.7,110.1,part_load
1.836,67.851,1071.1,124.54,transition
7.892,78.273,1048.2,108.98,part_load
1.938,68.197,1085.2,133.81,normal
10.587,98.675,1039.7,109.28,part_load
4.752,52.533,1055.9,107.89,transition
4.558,68.084,1050.3,111.03,transition
4.762,52.167,1057.1,108.81,transition
4.163,63.559,1090.0,133.72,normal
4.126,66.605,1049.7,109.5,part_load
1.832,65.424,1082.2,129.14,normal
1.668,67.403,1081.0,134.65,normal
0.973,61.913,1092.0,134.84,normal
13.972,94.783,1031.2,109.6,part_load
13.131,94.789,1037.7,110.32,part_load
8.875,82.479,1038.6,103.52,part_load
1.527,67.794,1081.1,128.62,normal
2.46,67.714,1087.1,134.89,normal
3.234,70.93,1080.0,128.38,normal
5.628,75.583,1059.8,109.47,transition
1.746,63.975,1086.6,134.78,normal
3.78,63.296,1063.3,120.25,transition
2.304,53.77,1047.4,113.82,part_load
1.601,66.855,1100.1,147.28,high_fire
3.802,68.509,1044.8,108.41,part_load
1.602,57.234,1099.9,160.32,high_fire
0.446,52.642,1060.4,120.39,transition
4.642,60.267,1062.7,116.79,transition
1.364,69.193,1094.4,135.16,normal
3.175,65.052,1062.3,114.76,transition
13.27,87.414,1035.0,108.99,part_load
1.847,59.871,1074.8,118.81,transition
1.146,68.559,1100.0,150.62,high_fire
11.323,94.083,1041.1,109.55,part_load
4.95,70.028,1049.1,110.22,part_load
1.214,61.209,1089.0,132.31,normal
9.375,88.64,1030.6,108.67,part_load
1.322,58.098,1078.0,134.05,normal
11.987,86.372,1026.8,102.67,part_load
8.984,87.744,1047.1,109.64,part_load
0.419,51.858,1099.9,171.57,high_fire
1.733,68.945,1080.0,133.24,normal
5.374,70.287,1048.7,109.48,part_load
1.036,65.861,1085.2,134.55,normal
0.584,63.192,1100.0,153.19,high_fire
1.469,70.722,1100.0,155.1,high_fire
2.795,63.037,1037.5,108.82,part_load
1.822,61.75,1075.2,127.03,normal
6.171,68.96,1049.2,108.84,part_load
1.177,51.988,1063.3,123.38,transition
1.967,62.084,1079.9,129.25,normal
6.719,72.791,1052.4,110.06,transition
10.021,88.68,1035.4,102.43,part_load
14.33,98.749,1037.7,109.47,part_load
2.286,65.951,1067.9,121.61,transition
5.791,71.327,1054.8,110.37,transition
1.206,58.373,1043.3,110.23,part_load
8.033,69.294,1051.3,105.25,transition
6.407,64.532,1051.2,107.82,transition
2.104,54.109,1082.3,129.42,normal
8.64,78.833,1030.1,105.02,part_load
5.04,68.999,1053.3,108.3,transition
5.184,73.404,1052.9,109.18,transition
3.03,64.718,1069.6,125.48,transition
7.552,76.431,1050.9,108.86,transition
1.732,59.871,1073.9,123.39,transition
4.253,73.874,1044.4,108.9,part_load
0.96,59.023,1044.3,110.21,part_load
4.666,66.962,1048.0,109.5,part_load
1.798,62.06,1079.2,127.43,normal
1.727,61.029,1099.8,165.0,high_fire
1.847,65.429,1078.0,128.98,normal
4.326,86.947,1067.2,121.65,transition
1.437,64.859,1099.9,145.42,high_fire
1.593,76.05,1094.2,133.18,normal
9.356,94.472,1031.3,103.07,part_load
4.123,59.842,1053.9,111.48,transition
5.812,81.429,1045.5,110.78,part_load
1.52,64.009,1087.9,134.24,normal
10.43,95.532,1042.8,109.39,part_load
4.098,68.781,1043.2,107.03,part_load
0.928,63.724,1088.7,135.24,normal
9.927,86.899,1057.8,121.25,transition
5.408,72.377,1047.2,108.48,part_load
5.071,60.502,1053.4,109.86,transition
8.309,72.63,1049.2,108.61,part_load
0.019,71.503,1099.9,161.16,high_fire
1.445,54.867,1077.7,134.22,normal
1.965,59.373,1073.5,121.85,transition
10.629,88.58,1047.2,109.13,part_load
4.516,58.096,1056.7,111.2,transition
1.142,69.204,1100.0,152.8,high_fire
0.765,59.442,1099.9,158.14,high_fire
1.721,66.617,1080.1,134.19,normal
5.097,65.34,1047.6,107.13,part_load
1.15,56.923,1075.5,128.14,normal
7.438,73.63,1032.6,100.88,part_load
3.989,59.863,1058.0,111.73,transition
2.279,63.327,1072.4,127.1,transition
2.212,65.962,1061.1,120.73,transition
3.76,65.872,1045.0,107.95,part_load
0.557,68.611,1100.1,152.55,high_fire
0.728,61.378,1097.3,146.69,high_fire
1.796,59.359,1077.9,129.61,normal
3.264,54.004,1100.1,158.09,high_fire
1.108,68.138,1099.9,152.71,high_fire
6.782,115.987,1022.1,105.07,part_load
5.598,69.14,1042.9,104.46,part_load
1.156,59.68,1091.1,133.2,normal
3.523,55.388,1067.5,115.95,transition
0.481,52.987,1099.9,157.81,high_fire
5.414,71.186,1048.9,111.0,part_load
34.267,81.848,1011.7,106.39,part_load
7.034,73.799,1041.6,109.83,part_load
1.323,61.232,1077.1,134.21,normal
1.375,67.027,1099.0,150.66,high_fire
2.083,63.497,1084.3,133.66,normal
22.511,79.315,1025.9,104.42,part_load
0.624,50.314,1100.0,164.9,high_fire
0.889,54.249,1078.5,134.7,normal
3.725,56.253,1047.5,105.3,part_load
1.946,63.821,1087.1,132.56,normal
4.569,57.493,1044.5,101.48,part_load
5.086,74.768,1039.8,104.21,part_load
2.267,60.666,1068.5,122.43,transition
8.721,91.0,1033.6,109.37,part_load
3.412,57.918,1049.1,108.97,part_load
2.474,55.563,1096.7,152.46,high_fire
0.851,49.703,1099.4,164.31,high_fire
1.206,63.524,1087.0,135.02,normal
1.064,64.914,1099.9,148.71,high_fire
2.386,63.667,1062.7,120.98,transition
0.784,69.652,1092.5,134.04,normal
1.944,81.012,1100.4,155.33,high_fire
1.281,66.787,1092.5,134.24,normal
1.24,60.696,1078.5,126.86,normal
10.819,58.651,1055.1,108.67,transition
4.236,59.826,1036.8,109.77,part_load
1.264,61.709,1087.2,132.6,normal
2.429,62.802,1056.6,109.69,transition
0.998,74.848,1099.9,161.4,high_fire
1.528,66.116,1100.0,148.35,high_fire
3.082,58.659,1057.9,114.16,transition
2.036,65.501,1080.2,132.39,normal
1.273,65.826,1080.2,134.14,normal
2.211,58.375,1073.0,123.01,transition
4.513,58.059,1053.8,111.06,transition
1.529,69.732,1092.7,147.19,normal
8.185,80.074,1041.1,103.49,part_load
2.266,60.863,1073.3,122.18,transition
10.144,91.066,1044.1,109.03,part_load
1.114,62.195,1100.0,150.67,high_fire
8.193,84.996,1047.8,109.19,part_load
10.754,107.564,1039.9,109.41,part_load
1.566,56.383,1043.7,110.24,part_load
12.231,94.845,1037.6,108.48,part_load
5.396,66.604,1047.6,110.24,part_load
1.342,72.07,1081.6,136.66,normal
1.529,76.594,1095.2,134.08,high_fire
2.61,61.407,1064.8,118.49,transition
1.169,65.837,1100.0,153.42,high_fire
1.623,65.565,1089.0,133.99,normal
12.502,88.442,1034.1,108.46,part_load
0.82,54.48,1100.0,162.77,high_fire
2.543,71.971,1063.6,122.26,transition
6.149,89.755,1058.5,112.8,transition
12.37,118.43,1026.9,100.14,part_load
0.041,44.031,1100.0,151.17,high_fire
3.261,60.929,1042.2,110.29,part_load
10.995,89.386,1040.9,109.03,part_load
1.116,61.117,1089.3,133.76,normal
1.83,64.233,1086.1,134.19,normal
1.282,64.607,1099.9,155.29,high_fire
0.899,79.713,1100.0,144.24,high_fire
1.837,60.854,1073.4,124.63,transition
1.111,66.433,1099.5,147.82,high_fire
2.168,66.689,1099.7,143.88,high_fire
10.599,107.765,1031.7,104.33,part_load
1.79,58.558,1096.4,151.83,high_fire
1.833,69.265,1082.0,134.11,normal
9.628,85.849,1041.5,109.66,part_load
2.106,65.473,1043.9,110.31,part_load
3.776,68.082,1045.9,108.52,part_load
0.893,68.557,1099.9,155.92,high_fire
4.931,62.921,1053.8,109.26,transition
1.453,65.921,1100.0,161.64,high_fire
0.573,50.412,1099.8,162.57,high_fire
6.556,74.851,1053.1,110.43,transition
4.527,69.539,1073.9,127.91,transition
1.589,70.049,1078.7,133.56,normal
6.254,65.024,1049.1,109.25,part_load
1.006,58.917,1077.6,134.37,normal
1.415,69.025,1100.0,144.29,high_fire
4.63,67.836,1048.4,109.95,part_load
5.884,76.046,1046.6,109.56,part_load
1.843,69.888,1099.1,144.67,high_fire
13.629,97.161,1037.4,110.14,part_load
2.526,55.163,1100.1,158.14,high_fire
3.655,68.003,1043.7,107.74,part_load
0.694,59.975,1099.8,150.02,high_fire
1.134,68.441,1100.2,147.13,high_fire
3.16,60.726,1066.0,115.01,transition
1.343,81.537,1095.6,134.33,high_fire
1.994,55.569,1060.1,121.04,transition
5.01,57.141,1058.1,110.04,transition
0.729,46.978,1043.2,109.34,part_load
1.219,68.431,1099.9,155.34,high_fire
4.985,64.975,1052.7,108.1,transition
2.649,65.275,1084.6,133.47,normal
1.968,61.133,1093.8,133.74,normal
2.613,69.21,1064.5,121.31,transition
4.32,58.674,1053.1,105.68,transition
1.472,72.858,1080.8,127.83,normal
3.54,63.514,1045.5,107.48,part_load
1.845,64.558,1063.5,121.16,transition
2.037,68.152,1099.9,147.49,high_fire
3.398,68.475,1060.4,117.81,transition
10.261,101.012,1033.9,105.4,part_load
1.595,65.338,1083.0,132.81,normal
12.212,100.619,1041.4,111.85,part_load
9.519,88.765,1045.7,102.21,part_load
1.571,58.09,1100.1,159.63,high_fire
1.81,66.635,1098.9,144.06,high_fire
2.881,67.756,1065.6,120.48,transition
4.919,64.992,1044.7,108.34,part_load
0.798,54.045,1097.7,157.55,high_fire
2.18,69.157,1064.6,123.39,transition
4.022,72.12,1061.3,121.32,transition
0.752,47.025,1099.9,164.05,high_fire
2.836,74.331,1063.2,122.85,transition
1.24,66.149,1099.8,155.9,high_fire
1.735,63.729,1092.6,134.43,normal
1.414,55.777,1043.8,110.49,part_load
8.377,72.764,1049.9,107.71,part_load
5.022,69.837,1043.8,108.58,part_load
1.003,57.186,1076.6,133.91,normal
2.355,70.715,1063.7,122.98,transition
2.806,81.54,1081.0,128.7,normal
1.224,59.499,1095.0,135.5,high_fire
3.837,57.618,1049.7,107.43,part_load
1.689,62.632,1080.6,129.39,normal
11.948,98.799,1027.2,105.43,part_load
5.979,74.74,1046.0,108.32,part_load
5.034,70.435,1047.1,108.8,part_load
11.015,107.134,1030.8,104.1,part_load
2.196,68.239,1076.0,126.74,normal
13.066,104.839,1037.8,108.59,part_load
1.222,59.869,1057.6,121.07,transition
1.895,70.905,1083.7,134.56,normal
0.941,55.473,1100.0,152.26,high_fire
4.798,78.563,1039.9,107.4,part_load
1.783,69.655,1089.7,133.27,normal
1.013,68.146,1100.0,151.84,high_fire
1.497,62.522,1099.9,150.45,high_fire
2.569,59.444,1074.4,127.24,transition
1.199,59.942,1100.1,162.87,high_fire
3.073,60.071,1056.2,113.61,transition
5.508,70.731,1047.9,109.89,part_load
0.92,63.905,1099.7,146.33,high_fire
1.135,66.191,1100.0,154.38,high_fire
1.884,66.225,1089.2,134.23,normal
1.392,62.753,1078.4,132.51,normal
11.694,99.028,1043.2,109.15,part_load
4.195,60.264,1055.5,109.77,transition
2.031,70.365,1100.1,150.03,high_fire
1.418,65.756,1099.9,151.09,high_fire
2.447,65.889,1074.1,126.37,transition
4.764,61.516,1051.5,110.45,transition
0.929,66.735,1100.0,155.23,high_fire
5.105,52.895,1053.8,108.24,transition
11.196,85.376,1045.3,111.79,part_load
1.524,64.546,1099.6,144.64,high_fire
4.389,62.777,1045.8,106.85,part_load
1.56,59.594,1084.1,133.61,normal
1.457,70.014,1095.4,136.06,high_fire
1.581,64.41,1100.0,155.4,high_fire
0.724,64.329,1099.9,149.23,high_fire
1.674,66.094,1099.9,149.17,high_fire
1.858,65.388,1090.1,134.12,normal
14.691,106.439,1029.5,104.75,part_load
5.774,80.078,1035.5,106.34,part_load
2.968,60.934,1056.2,109.63,transition
5.052,59.774,1080.8,127.15,normal
2.51,65.908,1082.8,133.46,normal
1.718,66.855,1080.7,134.58,normal
6.86,71.766,1033.1,109.14,part_load
1.1,62.213,1087.4,135.71,normal
1.182,57.179,1078.9,134.98,normal
9.798,95.561,1046.6,108.51,part_load
1.267,60.299,1087.1,133.24,normal
1.585,72.345,1100.1,163.78,high_fire
2.904,53.313,1061.1,120.58,transition
2.018,68.129,1093.4,136.29,normal
0.963,68.5,1100.0,154.58,high_fire
1.19,64.108,1089.4,134.24,normal
4.843,67.126,1046.6,108.14,part_load
4.01,66.602,1062.7,122.28,transition
7.296,89.142,1044.5,113.13,part_load
1.501,70.712,1100.0,156.05,high_fire
4.492,63.875,1051.8,110.35,transition
0.482,61.853,1089.0,134.51,normal
7.327,77.709,1030.0,103.61,part_load
2.102,53.624,1100.0,165.25,high_fire
1.206,55.78,1077.2,134.82,normal
1.106,71.365,1100.0,150.08,high_fire
1.724,61.618,1087.0,134.08,normal
0.183,46.527,1099.8,161.03,high_fire
7.646,78.205,1051.1,113.72,transition
0.82,60.928,1086.9,133.65,normal
0.687,64.892,1089.7,132.76,normal
2.277,58.04,1065.3,123.42,transition
0.332,50.378,1099.9,162.78,high_fire
4.425,65.594,1052.0,110.48,transition
1.229,70.501,1094.6,134.47,normal
10.288,55.421,1075.0,131.7,normal
1.394,64.858,1089.1,133.46,normal
